YEAR,MONTH,TYPE,Incident_Count
2005,6,Vehicle Collision or Pedestrian Struck (with Injury),120
2005,7,Break and Enter Commercial,142
2005,7,Break and Enter Residential/Other,230
2005,7,Mischief,404
2005,7,Offence Against a Person,346
2005,7,Other Theft,299
2005,7,Theft from Vehicle,799
2005,7,Theft of Bicycle,285
2005,7,Theft of Vehicle,152
2005,7,Vehicle Collision or Pedestrian Struck (with Injury),134
2005,8,Break and Enter Commercial,157
2005,8,Break and Enter Residential/Other,285
2005,8,Mischief,378
2005,8,Offence Against a Person,365
2005,8,Other Theft,275
2005,8,Theft from Vehicle,871
2005,8,Theft of Bicycle,310
2005,8,Theft of Vehicle,162
2005,8,Vehicle Collision or Pedestrian Struck (with Injury),102
2005,9,Break and Enter Commercial,152
2005,9,Break and Enter Residential/Other,325
2005,9,Mischief,363
2005,9,Offence Against a Person,324
2005,9,Other Theft,290
2005,9,Theft from Vehicle,927
2005,9,Theft of Bicycle,183
2005,9,Theft of Vehicle,135
2005,9,Vehicle Collision or Pedestrian Struck (with Injury),114
2005,10,Break and Enter Commercial,167
2005,10,Break and Enter Residential/Other,338
2005,10,Mischief,370
2005,10,Offence Against a Person,334
2005,10,Other Theft,276
2005,10,Theft from Vehicle,806
2005,10,Theft of Bicycle,110
2005,10,Theft of Vehicle,166
2005,10,Vehicle Collision or Pedestrian Struck (with Injury),124
2005,11,Break and Enter Commercial,155
2005,11,Break and Enter Residential/Other,339
2005,11,Mischief,355
2005,11,Offence Against a Person,305
2005,11,Other Theft,295
2005,11,Theft from Vehicle,831
2005,11,Theft of Bicycle,88
2005,11,Theft of Vehicle,154
2005,11,Vehicle Collision or Pedestrian Struck (with Injury),141
2005,12,Break and Enter Commercial,128
2005,12,Break and Enter Residential/Other,283
2005,12,Mischief,326
2005,12,Offence Against a Person,305
2005,12,Other Theft,306
2005,12,Theft from Vehicle,696
2005,12,Theft of Bicycle,61
2005,12,Theft of Vehicle,166
2005,12,Vehicle Collision or Pedestrian Struck (with Injury),86
2006,1,Break and Enter Commercial,126
2006,1,Break and Enter Residential/Other,255
2006,1,Mischief,386
2006,1,Offence Against a Person,314
2006,1,Other Theft,323
2006,1,Theft from Vehicle,710
2006,1,Theft of Bicycle,52
2006,1,Theft of Vehicle,162
2006,1,Vehicle Collision or Pedestrian Struck (with Injury),120
2006,2,Break and Enter Commercial,109
2006,2,Break and Enter Residential/Other,246
2006,2,Mischief,357
2006,2,Offence Against a Person,322
2006,2,Other Theft,291
2006,2,Theft from Vehicle,627
2006,2,Theft of Bicycle,68
2006,2,Theft of Vehicle,103
2006,2,Vehicle Collision or Pedestrian Struck (with Injury),122
2006,3,Break and Enter Commercial,159
2006,3,Break and Enter Residential/Other,302
2006,3,Mischief,331
2006,3,Offence Against a Person,307
2006,3,Other Theft,314
2006,3,Theft from Vehicle,713
2006,3,Theft of Bicycle,89
2006,3,Theft of Vehicle,106
2006,3,Vehicle Collision or Pedestrian Struck (with Injury),108
2006,4,Break and Enter Commercial,143
2006,4,Break and Enter Residential/Other,316
2006,4,Mischief,357
2006,4,Offence Against a Person,279
2006,4,Other Theft,287
2006,4,Theft from Vehicle,599
2006,4,Theft of Bicycle,127
2006,4,Theft of Vehicle,122
2006,4,Vehicle Collision or Pedestrian Struck (with Injury),106
2006,5,Break and Enter Commercial,139
2006,5,Break and Enter Residential/Other,274
2006,5,Mischief,447
2006,5,Offence Against a Person,318
2006,5,Other Theft,306
2006,5,Theft from Vehicle,676
2006,5,Theft of Bicycle,143
2006,5,Theft of Vehicle,104
2006,5,Vehicle Collision or Pedestrian Struck (with Injury),78
2006,6,Break and Enter Commercial,132
2006,6,Break and Enter Residential/Other,276
2006,6,Mischief,391
2006,6,Offence Against a Person,330
2006,6,Other Theft,279
2006,6,Theft from Vehicle,675
2006,6,Theft of Bicycle,139
2006,6,Theft of Vehicle,114
2006,6,Vehicle Collision or Pedestrian Struck (with Injury),106
2006,7,Break and Enter Commercial,122
2006,7,Break and Enter Residential/Other,243
2006,7,Mischief,379
2006,7,Offence Against a Person,356
2006,7,Other Theft,283
2006,7,Theft from Vehicle,685
2006,7,Theft of Bicycle,231
2006,7,Theft of Vehicle,97
2006,7,Vehicle Collision or Pedestrian Struck (with Injury),101
2006,8,Break and Enter Commercial,174
2006,8,Break and Enter Residential/Other,275
2006,8,Mischief,397
2006,8,Offence Against a Person,315
2006,8,Other Theft,293
2006,8,Theft from Vehicle,793
2006,8,Theft of Bicycle,304
2006,8,Theft of Vehicle,158
2006,8,Vehicle Collision or Pedestrian Struck (with Injury),128
2006,9,Break and Enter Commercial,150
2006,9,Break and Enter Residential/Other,221
2006,9,Mischief,341
2006,9,Offence Against a Person,298
2006,9,Other Theft,287
2006,9,Theft from Vehicle,833
2006,9,Theft of Bicycle,221
2006,9,Theft of Vehicle,132
2006,9,Vehicle Collision or Pedestrian Struck (with Injury),130
2006,10,Break and Enter Commercial,150
2006,10,Break and Enter Residential/Other,282
2006,10,Mischief,442
2006,10,Offence Against a Person,320
2006,10,Other Theft,267
2006,10,Theft from Vehicle,915
2006,10,Theft of Bicycle,169
2006,10,Theft of Vehicle,106
2006,10,Vehicle Collision or Pedestrian Struck (with Injury),98
2006,11,Break and Enter Commercial,110
2006,11,Break and Enter Residential/Other,301
2006,11,Mischief,354
2006,11,Offence Against a Person,262
2006,11,Other Theft,250
2006,11,Theft from Vehicle,725
2006,11,Theft of Bicycle,77
2006,11,Theft of Vehicle,109
2006,11,Vehicle Collision or Pedestrian Struck (with Injury),104
2006,12,Break and Enter Commercial,142
2006,12,Break and Enter Residential/Other,279
2006,12,Mischief,324
2006,12,Offence Against a Person,310
2006,12,Other Theft,252
2006,12,Theft from Vehicle,661
2006,12,Theft of Bicycle,47
2006,12,Theft of Vehicle,154
2006,12,Vehicle Collision or Pedestrian Struck (with Injury),126
2007,1,Break and Enter Commercial,149
2007,1,Break and Enter Residential/Other,323
2007,1,Mischief,341
2007,1,Offence Against a Person,347
2007,1,Other Theft,295
2007,1,Theft from Vehicle,628
2007,1,Theft of Bicycle,39
2007,1,Theft of Vehicle,115
2007,1,Vehicle Collision or Pedestrian Struck (with Injury),120
2007,2,Break and Enter Commercial,143
2007,2,Break and Enter Residential/Other,215
2007,2,Mischief,319
2007,2,Offence Against a Person,265
2007,2,Other Theft,279
2007,2,Theft from Vehicle,680
2007,2,Theft of Bicycle,47
2007,2,Theft of Vehicle,77
2007,2,Vehicle Collision or Pedestrian Struck (with Injury),98
2007,3,Break and Enter Commercial,139
2007,3,Break and Enter Residential/Other,296
2007,3,Mischief,380
2007,3,Offence Against a Person,301
2007,3,Other Theft,342
2007,3,Theft from Vehicle,605
2007,3,Theft of Bicycle,58
2007,3,Theft of Vehicle,85
2007,3,Vehicle Collision or Pedestrian Struck (with Injury),105
2007,4,Break and Enter Commercial,118
2007,4,Break and Enter Residential/Other,263
2007,4,Mischief,378
2007,4,Offence Against a Person,300
2007,4,Other Theft,327
2007,4,Theft from Vehicle,510
2007,4,Theft of Bicycle,84
2007,4,Theft of Vehicle,79
2007,4,Vehicle Collision or Pedestrian Struck (with Injury),87
2007,5,Break and Enter Commercial,124
2007,5,Break and Enter Residential/Other,263
2007,5,Mischief,367
2007,5,Offence Against a Person,386
2007,5,Other Theft,281
2007,5,Theft from Vehicle,608
2007,5,Theft of Bicycle,99
2007,5,Theft of Vehicle,74
2007,5,Vehicle Collision or Pedestrian Struck (with Injury),91
2007,6,Break and Enter Commercial,303
2007,6,Break and Enter Residential/Other,249
2007,6,Mischief,809
2007,6,Offence Against a Person,314
2007,6,Other Theft,301
2007,6,Theft from Vehicle,521
2007,6,Theft of Bicycle,175
2007,6,Theft of Vehicle,123
2007,6,Vehicle Collision or Pedestrian Struck (with Injury),100
2007,7,Break and Enter Commercial,146
2007,7,Break and Enter Residential/Other,235
2007,7,Mischief,397
2007,7,Offence Against a Person,358
2007,7,Other Theft,319
2007,7,Theft from Vehicle,749
2007,7,Theft of Bicycle,297
2007,7,Theft of Vehicle,106
2007,7,Vehicle Collision or Pedestrian Struck (with Injury),83
2007,8,Break and Enter Commercial,150
2007,8,Break and Enter Residential/Other,221
2007,8,Mischief,381
2007,8,Offence Against a Person,330
2007,8,Other Theft,296
2007,8,Theft from Vehicle,679
2007,8,Theft of Bicycle,249
2007,8,Theft of Vehicle,82
2007,8,Vehicle Collision or Pedestrian Struck (with Injury),101
2007,9,Break and Enter Commercial,139
2007,9,Break and Enter Residential/Other,300
2007,9,Mischief,358
2007,9,Offence Against a Person,311
2007,9,Other Theft,276
2007,9,Theft from Vehicle,671
2007,9,Theft of Bicycle,171
2007,9,Theft of Vehicle,98
2007,9,Vehicle Collision or Pedestrian Struck (with Injury),114
2007,10,Break and Enter Commercial,122
2007,10,Break and Enter Residential/Other,253
2007,10,Mischief,381
2007,10,Offence Against a Person,337
2007,10,Other Theft,261
2007,10,Theft from Vehicle,589
2007,10,Theft of Bicycle,142
2007,10,Theft of Vehicle,102
2007,10,Vehicle Collision or Pedestrian Struck (with Injury),111
2007,11,Break and Enter Commercial,92
2007,11,Break and Enter Residential/Other,308
2007,11,Mischief,349
2007,11,Offence Against a Person,311
2007,11,Other Theft,312
2007,11,Theft from Vehicle,568
2007,11,Theft of Bicycle,93
2007,11,Theft of Vehicle,79
2007,11,Vehicle Collision or Pedestrian Struck (with Injury),141
2007,12,Break and Enter Commercial,124
2007,12,Break and Enter Residential/Other,305
2007,12,Mischief,368
2007,12,Offence Against a Person,310
2007,12,Other Theft,273
2007,12,Theft from Vehicle,627
2007,12,Theft of Bicycle,63
2007,12,Theft of Vehicle,73
2007,12,Vehicle Collision or Pedestrian Struck (with Injury),111
2008,1,Break and Enter Commercial,156
2008,1,Break and Enter Residential/Other,254
2008,1,Mischief,348
2008,1,Offence Against a Person,310
2008,1,Other Theft,313
2008,1,Theft from Vehicle,666
2008,1,Theft of Bicycle,76
2008,1,Theft of Vehicle,76
2008,1,Vehicle Collision or Pedestrian Struck (with Injury),125
2008,2,Break and Enter Commercial,118
2008,2,Break and Enter Residential/Other,233
2008,2,Mischief,326
2008,2,Offence Against a Person,287
2008,2,Other Theft,309
2008,2,Theft from Vehicle,661
2008,2,Theft of Bicycle,93
2008,2,Theft of Vehicle,56
2008,2,Vehicle Collision or Pedestrian Struck (with Injury),98
2008,3,Break and Enter Commercial,165
2008,3,Break and Enter Residential/Other,231
2008,3,Mischief,335
2008,3,Offence Against a Person,295
2008,3,Other Theft,309
2008,3,Theft from Vehicle,733
2008,3,Theft of Bicycle,91
2008,3,Theft of Vehicle,121
2008,3,Vehicle Collision or Pedestrian Struck (with Injury),121
2008,4,Break and Enter Commercial,155
2008,4,Break and Enter Residential/Other,242
2008,4,Mischief,306
2008,4,Offence Against a Person,298
2008,4,Other Theft,293
2008,4,Theft from Vehicle,758
2008,4,Theft of Bicycle,111
2008,4,Theft of Vehicle,93
2008,4,Vehicle Collision or Pedestrian Struck (with Injury),113
2008,5,Break and Enter Commercial,133
2008,5,Break and Enter Residential/Other,236
2008,5,Mischief,380
2008,5,Offence Against a Person,319
2008,5,Other Theft,299
2008,5,Theft from Vehicle,597
2008,5,Theft of Bicycle,174
2008,5,Theft of Vehicle,88
2008,5,Vehicle Collision or Pedestrian Struck (with Injury),123
2008,6,Break and Enter Commercial,136
2008,6,Break and Enter Residential/Other,240
2008,6,Mischief,381
2008,6,Offence Against a Person,354
2008,6,Other Theft,324
2008,6,Theft from Vehicle,627
2008,6,Theft of Bicycle,170
2008,6,Theft of Vehicle,114
2008,6,Vehicle Collision or Pedestrian Struck (with Injury),135
2008,7,Break and Enter Commercial,105
2008,7,Break and Enter Residential/Other,237
2008,7,Mischief,360
2008,7,Offence Against a Person,306
2008,7,Other Theft,280
2008,7,Theft from Vehicle,599
2008,7,Theft of Bicycle,251
2008,7,Theft of Vehicle,107
2008,7,Vehicle Collision or Pedestrian Struck (with Injury),118
2008,8,Break and Enter Commercial,114
2008,8,Break and Enter Residential/Other,324
2008,8,Mischief,372
2008,8,Offence Against a Person,379
2008,8,Other Theft,308
2008,8,Theft from Vehicle,736
2008,8,Theft of Bicycle,290
2008,8,Theft of Vehicle,112
2008,8,Vehicle Collision or Pedestrian Struck (with Injury),147
2008,9,Break and Enter Commercial,122
2008,9,Break and Enter Residential/Other,327
2008,9,Mischief,385
2008,9,Offence Against a Person,358
2008,9,Other Theft,311
2008,9,Theft from Vehicle,638
2008,9,Theft of Bicycle,237
2008,9,Theft of Vehicle,110
2008,9,Vehicle Collision or Pedestrian Struck (with Injury),126
2008,10,Break and Enter Commercial,145
2008,10,Break and Enter Residential/Other,310
2008,10,Mischief,359
2008,10,Offence Against a Person,306
2008,10,Other Theft,287
2008,10,Theft from Vehicle,639
2008,10,Theft of Bicycle,181
2008,10,Theft of Vehicle,106
2008,10,Vehicle Collision or Pedestrian Struck (with Injury),111
2008,11,Break and Enter Commercial,172
2008,11,Break and Enter Residential/Other,329
2008,11,Mischief,367
2008,11,Offence Against a Person,279
2008,11,Other Theft,301
2008,11,Theft from Vehicle,802
2008,11,Theft of Bicycle,79
2008,11,Theft of Vehicle,96
2008,11,Vehicle Collision or Pedestrian Struck (with Injury),123
2008,12,Break and Enter Commercial,166
2008,12,Break and Enter Residential/Other,348
2008,12,Mischief,324
2008,12,Offence Against a Person,295
2008,12,Other Theft,296
2008,12,Theft from Vehicle,641
2008,12,Theft of Bicycle,64
2008,12,Theft of Vehicle,72
2008,12,Vehicle Collision or Pedestrian Struck (with Injury),134
2009,1,Break and Enter Commercial,136
2009,1,Break and Enter Residential/Other,325
2009,1,Mischief,316
2009,1,Offence Against a Person,286
2009,1,Other Theft,299
2009,1,Theft from Vehicle,515
2009,1,Theft of Bicycle,69
2009,1,Theft of Vehicle,74
2009,1,Vehicle Collision or Pedestrian Struck (with Injury),107
2009,2,Break and Enter Commercial,155
2009,2,Break and Enter Residential/Other,215
2009,2,Mischief,291
2009,2,Offence Against a Person,243
2009,2,Other Theft,246
2009,2,Theft from Vehicle,497
2009,2,Theft of Bicycle,70
2009,2,Theft of Vehicle,95
2009,2,Vehicle Collision or Pedestrian Struck (with Injury),111
2009,3,Break and Enter Commercial,195
2009,3,Break and Enter Residential/Other,198
2009,3,Mischief,399
2009,3,Offence Against a Person,323
2009,3,Other Theft,313
2009,3,Theft from Vehicle,642
2009,3,Theft of Bicycle,135
2009,3,Theft of Vehicle,120
2009,3,Vehicle Collision or Pedestrian Struck (with Injury),109
2009,4,Break and Enter Commercial,177
2009,4,Break and Enter Residential/Other,251
2009,4,Mischief,352
2009,4,Offence Against a Person,286
2009,4,Other Theft,261
2009,4,Theft from Vehicle,721
2009,4,Theft of Bicycle,153
2009,4,Theft of Vehicle,103
2009,4,Vehicle Collision or Pedestrian Struck (with Injury),124
2009,5,Break and Enter Commercial,116
2009,5,Break and Enter Residential/Other,244
2009,5,Mischief,381
2009,5,Offence Against a Person,311
2009,5,Other Theft,305
2009,5,Theft from Vehicle,755
2009,5,Theft of Bicycle,183
2009,5,Theft of Vehicle,89
2009,5,Vehicle Collision or Pedestrian Struck (with Injury),140
2009,6,Break and Enter Commercial,153
2009,6,Break and Enter Residential/Other,237
2009,6,Mischief,323
2009,6,Offence Against a Person,289
2009,6,Other Theft,320
2009,6,Theft from Vehicle,668
2009,6,Theft of Bicycle,256
2009,6,Theft of Vehicle,84
2009,6,Vehicle Collision or Pedestrian Struck (with Injury),132
2009,7,Break and Enter Commercial,134
2009,7,Break and Enter Residential/Other,281
2009,7,Mischief,387
2009,7,Offence Against a Person,349
2009,7,Other Theft,298
2009,7,Theft from Vehicle,677
2009,7,Theft of Bicycle,271
2009,7,Theft of Vehicle,85
2009,7,Vehicle Collision or Pedestrian Struck (with Injury),128
2009,8,Break and Enter Commercial,122
2009,8,Break and Enter Residential/Other,266
2009,8,Mischief,346
2009,8,Offence Against a Person,355
2009,8,Other Theft,276
2009,8,Theft from Vehicle,683
2009,8,Theft of Bicycle,338
2009,8,Theft of Vehicle,64
2009,8,Vehicle Collision or Pedestrian Struck (with Injury),131
2009,9,Break and Enter Commercial,117
2009,9,Break and Enter Residential/Other,263
2009,9,Mischief,356
2009,9,Offence Against a Person,314
2009,9,Other Theft,283
2009,9,Theft from Vehicle,669
2009,9,Theft of Bicycle,197
2009,9,Theft of Vehicle,90
2009,9,Vehicle Collision or Pedestrian Struck (with Injury),128
2009,10,Break and Enter Commercial,137
2009,10,Break and Enter Residential/Other,227
2009,10,Mischief,382
2009,10,Offence Against a Person,334
2009,10,Other Theft,283
2009,10,Theft from Vehicle,814
2009,10,Theft of Bicycle,162
2009,10,Theft of Vehicle,77
2009,10,Vehicle Collision or Pedestrian Struck (with Injury),154
2009,11,Break and Enter Commercial,152
2009,11,Break and Enter Residential/Other,274
2009,11,Mischief,347
2009,11,Offence Against a Person,289
2009,11,Other Theft,283
2009,11,Theft from Vehicle,892
2009,11,Theft of Bicycle,121
2009,11,Theft of Vehicle,83
2009,11,Vehicle Collision or Pedestrian Struck (with Injury),110
2009,12,Break and Enter Commercial,180
2009,12,Break and Enter Residential/Other,244
2009,12,Mischief,311
2009,12,Offence Against a Person,284
2009,12,Other Theft,321
2009,12,Theft from Vehicle,807
2009,12,Theft of Bicycle,79
2009,12,Theft of Vehicle,70
2009,12,Vehicle Collision or Pedestrian Struck (with Injury),111
2010,1,Break and Enter Commercial,185
2010,1,Break and Enter Residential/Other,249
2010,1,Mischief,358
2010,1,Offence Against a Person,278
2010,1,Other Theft,333
2010,1,Theft from Vehicle,718
2010,1,Theft of Bicycle,116
2010,1,Theft of Vehicle,97
2010,1,Vehicle Collision or Pedestrian Struck (with Injury),126
2010,2,Break and Enter Commercial,163
2010,2,Break and Enter Residential/Other,211
2010,2,Mischief,351
2010,2,Offence Against a Person,236
2010,2,Other Theft,318
2010,2,Theft from Vehicle,602
2010,2,Theft of Bicycle,72
2010,2,Theft of Vehicle,90
2010,2,Vehicle Collision or Pedestrian Struck (with Injury),97
2010,3,Break and Enter Commercial,184
2010,3,Break and Enter Residential/Other,248
2010,3,Mischief,379
2010,3,Offence Against a Person,286
2010,3,Other Theft,362
2010,3,Theft from Vehicle,682
2010,3,Theft of Bicycle,89
2010,3,Theft of Vehicle,110
2010,3,Vehicle Collision or Pedestrian Struck (with Injury),105
2010,4,Break and Enter Commercial,199
2010,4,Break and Enter Residential/Other,233
2010,4,Mischief,418
2010,4,Offence Against a Person,257
2010,4,Other Theft,348
2010,4,Theft from Vehicle,663
2010,4,Theft of Bicycle,169
2010,4,Theft of Vehicle,89
2010,4,Vehicle Collision or Pedestrian Struck (with Injury),117
2010,5,Break and Enter Commercial,195
2010,5,Break and Enter Residential/Other,262
2010,5,Mischief,381
2010,5,Offence Against a Person,297
2010,5,Other Theft,351
2010,5,Theft from Vehicle,858
2010,5,Theft of Bicycle,218
2010,5,Theft of Vehicle,107
2010,5,Vehicle Collision or Pedestrian Struck (with Injury),132
2010,6,Break and Enter Commercial,168
2010,6,Break and Enter Residential/Other,254
2010,6,Mischief,359
2010,6,Offence Against a Person,303
2010,6,Other Theft,308
2010,6,Theft from Vehicle,846
2010,6,Theft of Bicycle,296
2010,6,Theft of Vehicle,115
2010,6,Vehicle Collision or Pedestrian Struck (with Injury),119
2010,7,Break and Enter Commercial,160
2010,7,Break and Enter Residential/Other,269
2010,7,Mischief,391
2010,7,Offence Against a Person,283
2010,7,Other Theft,374
2010,7,Theft from Vehicle,1016
2010,7,Theft of Bicycle,415
2010,7,Theft of Vehicle,114
2010,7,Vehicle Collision or Pedestrian Struck (with Injury),151
2010,8,Break and Enter Commercial,170
2010,8,Break and Enter Residential/Other,265
2010,8,Mischief,414
2010,8,Offence Against a Person,258
2010,8,Other Theft,402
2010,8,Theft from Vehicle,1102
2010,8,Theft of Bicycle,347
2010,8,Theft of Vehicle,103
2010,8,Vehicle Collision or Pedestrian Struck (with Injury),130
2010,9,Break and Enter Commercial,213
2010,9,Break and Enter Residential/Other,212
2010,9,Mischief,379
2010,9,Offence Against a Person,229
2010,9,Other Theft,333
2010,9,Theft from Vehicle,1042
2010,9,Theft of Bicycle,309
2010,9,Theft of Vehicle,107
2010,9,Vehicle Collision or Pedestrian Struck (with Injury),160
2010,10,Break and Enter Commercial,200
2010,10,Break and Enter Residential/Other,286
2010,10,Mischief,423
2010,10,Offence Against a Person,249
2010,10,Other Theft,352
2010,10,Theft from Vehicle,964
2010,10,Theft of Bicycle,226
2010,10,Theft of Vehicle,153
2010,10,Vehicle Collision or Pedestrian Struck (with Injury),141
2010,11,Break and Enter Commercial,205
2010,11,Break and Enter Residential/Other,257
2010,11,Mischief,337
2010,11,Offence Against a Person,247
2010,11,Other Theft,389
2010,11,Theft from Vehicle,822
2010,11,Theft of Bicycle,124
2010,11,Theft of Vehicle,111
2010,11,Vehicle Collision or Pedestrian Struck (with Injury),140
2010,12,Break and Enter Commercial,202
2010,12,Break and Enter Residential/Other,298
2010,12,Mischief,328
2010,12,Offence Against a Person,235
2010,12,Other Theft,340
2010,12,Theft from Vehicle,822
2010,12,Theft of Bicycle,80
2010,12,Theft of Vehicle,94
2010,12,Vehicle Collision or Pedestrian Struck (with Injury),157
2011,1,Break and Enter Commercial,228
2011,1,Break and Enter Residential/Other,294
2011,1,Mischief,315
2011,1,Offence Against a Person,279
2011,1,Other Theft,390
2011,1,Theft from Vehicle,860
2011,1,Theft of Bicycle,87
2011,1,Theft of Vehicle,103
2011,1,Vehicle Collision or Pedestrian Struck (with Injury),118
2011,2,Break and Enter Commercial,187
2011,2,Break and Enter Residential/Other,210
2011,2,Mischief,324
2011,2,Offence Against a Person,210
2011,2,Other Theft,385
2011,2,Theft from Vehicle,722
2011,2,Theft of Bicycle,90
2011,2,Theft of Vehicle,76
2011,2,Vehicle Collision or Pedestrian Struck (with Injury),122
2011,3,Break and Enter Commercial,192
2011,3,Break and Enter Residential/Other,219
2011,3,Mischief,339
2011,3,Offence Against a Person,248
2011,3,Other Theft,387
2011,3,Theft from Vehicle,705
2011,3,Theft of Bicycle,126
2011,3,Theft of Vehicle,89
2011,3,Vehicle Collision or Pedestrian Struck (with Injury),130
2011,4,Break and Enter Commercial,179
2011,4,Break and Enter Residential/Other,187
2011,4,Mischief,348
2011,4,Offence Against a Person,223
2011,4,Other Theft,391
2011,4,Theft from Vehicle,780
2011,4,Theft of Bicycle,187
2011,4,Theft of Vehicle,84
2011,4,Vehicle Collision or Pedestrian Struck (with Injury),134
2011,5,Break and Enter Commercial,188
2011,5,Break and Enter Residential/Other,231
2011,5,Mischief,380
2011,5,Offence Against a Person,312
2011,5,Other Theft,407
2011,5,Theft from Vehicle,772
2011,5,Theft of Bicycle,281
2011,5,Theft of Vehicle,124
2011,5,Vehicle Collision or Pedestrian Struck (with Injury),144
2011,6,Break and Enter Commercial,212
2011,6,Break and Enter Residential/Other,237
2011,6,Mischief,327
2011,6,Offence Against a Person,298
2011,6,Other Theft,387
2011,6,Theft from Vehicle,719
2011,6,Theft of Bicycle,411
2011,6,Theft of Vehicle,105
2011,6,Vehicle Collision or Pedestrian Struck (with Injury),163
2011,7,Break and Enter Commercial,215
2011,7,Break and Enter Residential/Other,277
2011,7,Mischief,370
2011,7,Offence Against a Person,272
2011,7,Other Theft,418
2011,7,Theft from Vehicle,912
2011,7,Theft of Bicycle,521
2011,7,Theft of Vehicle,86
2011,7,Vehicle Collision or Pedestrian Struck (with Injury),149
2011,8,Break and Enter Commercial,200
2011,8,Break and Enter Residential/Other,240
2011,8,Mischief,339
2011,8,Offence Against a Person,268
2011,8,Other Theft,363
2011,8,Theft from Vehicle,822
2011,8,Theft of Bicycle,437
2011,8,Theft of Vehicle,115
2011,8,Vehicle Collision or Pedestrian Struck (with Injury),148
2011,9,Break and Enter Commercial,189
2011,9,Break and Enter Residential/Other,251
2011,9,Mischief,322
2011,9,Offence Against a Person,242
2011,9,Other Theft,395
2011,9,Theft from Vehicle,853
2011,9,Theft of Bicycle,340
2011,9,Theft of Vehicle,139
2011,9,Vehicle Collision or Pedestrian Struck (with Injury),142
2011,10,Break and Enter Commercial,234
2011,10,Break and Enter Residential/Other,291
2011,10,Mischief,398
2011,10,Offence Against a Person,273
2011,10,Other Theft,403
2011,10,Theft from Vehicle,1033
2011,10,Theft of Bicycle,306
2011,10,Theft of Vehicle,143
2011,10,Vehicle Collision or Pedestrian Struck (with Injury),134
2011,11,Break and Enter Commercial,206
2011,11,Break and Enter Residential/Other,307
2011,11,Mischief,389
2011,11,Offence Against a Person,297
2011,11,Other Theft,373
2011,11,Theft from Vehicle,1215
2011,11,Theft of Bicycle,156
2011,11,Theft of Vehicle,164
2011,11,Vehicle Collision or Pedestrian Struck (with Injury),158
2011,12,Break and Enter Commercial,227
2011,12,Break and Enter Residential/Other,377
2011,12,Mischief,342
2011,12,Offence Against a Person,280
2011,12,Other Theft,380
2011,12,Theft from Vehicle,1151
2011,12,Theft of Bicycle,121
2011,12,Theft of Vehicle,143
2011,12,Vehicle Collision or Pedestrian Struck (with Injury),127
